date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:46:51	42067/42067	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Apr%202021%2000:46:30%20GMT	https://www.docplanner.com/about-us	C:/Clone_Docplanner/Docplanner/www.docplanner.com/about-us.html	(from )
14:46:51	1253/1253	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2029%20Apr%202021%2000:46:32%20GMT	https://www.docplanner.com/robots.txt		(from )
14:46:52	3226/3226	---M--	200	added ('OK')	image/png	etag:%226066b377-c9a%22	https://www.docplanner.com/favicon/apple-touch-icon.png	C:/Clone_Docplanner/Docplanner/www.docplanner.com/favicon/apple-touch-icon.png	(from https://www.docplanner.com/about-us)
14:46:52	1559/1559	---M--	200	added ('OK')	image/png	etag:%226066b377-617%22	https://www.docplanner.com/favicon/favicon-32x32.png	C:/Clone_Docplanner/Docplanner/www.docplanner.com/favicon/favicon-32x32.png	(from https://www.docplanner.com/about-us)
14:46:52	999/999	---M--	200	added ('OK')	image/png	etag:%226066b377-3e7%22	https://www.docplanner.com/favicon/favicon-16x16.png	C:/Clone_Docplanner/Docplanner/www.docplanner.com/favicon/favicon-16x16.png	(from https://www.docplanner.com/about-us)
14:46:53	440/440	---M--	200	added ('OK')	application/octet-stream	etag:%226066b377-1b8%22	https://www.docplanner.com/favicon/site.webmanifest	C:/Clone_Docplanner/Docplanner/www.docplanner.com/favicon/site.webmanifest	(from https://www.docplanner.com/about-us)
14:46:53	10912/10912	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-2aa0%22	https://www.docplanner.com/favicon/safari-pinned-tab.svg	C:/Clone_Docplanner/Docplanner/www.docplanner.com/favicon/safari-pinned-tab.svg	(from https://www.docplanner.com/about-us)
14:46:54	36360/36360	---MCZ	200	added ('OK')	text/css	etag:W/%226066f29e-8e08%22	https://www.docplanner.com/static/css/main.css	C:/Clone_Docplanner/Docplanner/www.docplanner.com/static/css/main.css	(from https://www.docplanner.com/about-us)
14:46:54	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2029%20Apr%202021%2000:46:34%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Clone_Docplanner/Docplanner/www.googletagmanager.com/gtm.75445.delayed	(from https://www.docplanner.com/about-us)
14:46:54	4415/4415	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226066b377-113f%22	https://www.docplanner.com/img/logo-default-group-en.svg?v=1	C:/Clone_Docplanner/Docplanner/www.docplanner.com/img/logo-default-group-en3860.svg	(from https://www.docplanner.com/about-us)
14:46:55	9518/9518	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Apr%202021%2000:46:35%20GMT	https://www.docplanner.com/	C:/Clone_Docplanner/Docplanner/www.docplanner.com/index.html	(from https://www.docplanner.com/about-us)
14:46:55	143484/143484	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Apr%202021%2000:46:35%20GMT	https://www.docplanner.com/career	C:/Clone_Docplanner/Docplanner/www.docplanner.com/career.html	(from https://www.docplanner.com/about-us)
14:46:58	322365/322365	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Apr%202021%2000:46:38%20GMT	https://www.docplanner.com/department?dep=marketing	C:/Clone_Docplanner/Docplanner/www.docplanner.com/department0a89.html	(from https://www.docplanner.com/about-us)
14:47:01	327267/327267	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Apr%202021%2000:46:41%20GMT	https://www.docplanner.com/department?dep=customer	C:/Clone_Docplanner/Docplanner/www.docplanner.com/department2700.html	(from https://www.docplanner.com/about-us)
14:47:01	320770/320770	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Apr%202021%2000:46:41%20GMT	https://www.docplanner.com/department?dep=it	C:/Clone_Docplanner/Docplanner/www.docplanner.com/department1872.html	(from https://www.docplanner.com/about-us)
14:47:02	318381/318381	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Apr%202021%2000:46:43%20GMT	https://www.docplanner.com/department?dep=hr	C:/Clone_Docplanner/Docplanner/www.docplanner.com/departmentbb1e.html	(from https://www.docplanner.com/about-us)
14:47:03	317474/317474	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Apr%202021%2000:46:42%20GMT	https://www.docplanner.com/department?dep=finance	C:/Clone_Docplanner/Docplanner/www.docplanner.com/department5c6a.html	(from https://www.docplanner.com/about-us)
14:47:03	668/668	---M--	200	added ('OK')	image/png	etag:%226066b377-29c%22	https://www.docplanner.com/img/sygnet.png	C:/Clone_Docplanner/Docplanner/www.docplanner.com/img/sygnet.png	(from https://www.docplanner.com/about-us)
14:47:03	2047/2047	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-7ff%22	https://www.docplanner.com/icons/icon-patients.svg	C:/Clone_Docplanner/Docplanner/www.docplanner.com/icons/icon-patients.svg	(from https://www.docplanner.com/about-us)
14:47:03	1468/1468	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-5bc%22	https://www.docplanner.com/icons/icon-doctors.svg	C:/Clone_Docplanner/Docplanner/www.docplanner.com/icons/icon-doctors.svg	(from https://www.docplanner.com/about-us)
14:47:04	2330/2330	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-91a%22	https://www.docplanner.com/icons/icon-clinics.svg	C:/Clone_Docplanner/Docplanner/www.docplanner.com/icons/icon-clinics.svg	(from https://www.docplanner.com/about-us)
14:47:04	1573/1573	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-625%22	https://www.docplanner.com/logos/logo-tuotempo.svg	C:/Clone_Docplanner/Docplanner/www.docplanner.com/logos/logo-tuotempo.svg	(from https://www.docplanner.com/about-us)
14:47:04	8589/8589	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-218d%22	https://www.docplanner.com/logos/logo-gipo.svg	C:/Clone_Docplanner/Docplanner/www.docplanner.com/logos/logo-gipo.svg	(from https://www.docplanner.com/about-us)
14:47:05	10639/10639	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-298f%22	https://www.docplanner.com/logos/logo-clinicloud.svg	C:/Clone_Docplanner/Docplanner/www.docplanner.com/logos/logo-clinicloud.svg	(from https://www.docplanner.com/about-us)
14:47:05	141849/141849	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Apr%202021%2000:46:45%20GMT	https://www.docplanner.com/career?&loc=poland	C:/Clone_Docplanner/Docplanner/www.docplanner.com/careerc99f.html	(from https://www.docplanner.com/about-us)
14:47:05	142672/142672	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Apr%202021%2000:46:45%20GMT	https://www.docplanner.com/career?&loc=spain	C:/Clone_Docplanner/Docplanner/www.docplanner.com/careerc994.html	(from https://www.docplanner.com/about-us)
14:47:05	142634/142634	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Apr%202021%2000:46:46%20GMT	https://www.docplanner.com/career?&loc=rome	C:/Clone_Docplanner/Docplanner/www.docplanner.com/career1aae.html	(from https://www.docplanner.com/about-us)
14:47:06	141046/141046	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Apr%202021%2000:46:46%20GMT	https://www.docplanner.com/career?&loc=italy	C:/Clone_Docplanner/Docplanner/www.docplanner.com/career1eae.html	(from https://www.docplanner.com/about-us)
14:47:09	143484/143484	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Apr%202021%2000:46:49%20GMT	https://www.docplanner.com/career?&loc=brazil	C:/Clone_Docplanner/Docplanner/www.docplanner.com/career72c2.html	(from https://www.docplanner.com/about-us)
14:47:16	2442/2442	---MCZ	200	added ('OK')	application/javascript	etag:W/%226066b377-98a%22	https://www.docplanner.com/static/js/vendor/jquery.scrollTo.min.js	C:/Clone_Docplanner/Docplanner/www.docplanner.com/static/js/vendor/jquery.scrollTo.min.js	(from https://www.docplanner.com/about-us)
14:47:18	95992/95992	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.11.3/jquery.min.js	C:/Clone_Docplanner/Docplanner/ajax.googleapis.com/ajax/libs/jquery/1.11.3/jquery.min.js	(from https://www.docplanner.com/about-us)
14:47:18	143484/143484	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Apr%202021%2000:46:52%20GMT	https://www.docplanner.com/career?&loc=mexico	C:/Clone_Docplanner/Docplanner/www.docplanner.com/career9575.html	(from https://www.docplanner.com/about-us)
14:47:18	6784/6784	---MCZ	200	added ('OK')	application/javascript	etag:W/%226066b377-1a80%22	https://www.docplanner.com/static/js/vendor/instafeed.min.js	C:/Clone_Docplanner/Docplanner/www.docplanner.com/static/js/vendor/instafeed.min.js	(from https://www.docplanner.com/about-us)
14:47:18	132298/132298	---MCZ	200	added ('OK')	application/javascript	etag:W/%226066b377-204ca%22	https://www.docplanner.com/static/js/vendor/vendor.min.js	C:/Clone_Docplanner/Docplanner/www.docplanner.com/static/js/vendor/vendor.min.js	(from https://www.docplanner.com/about-us)
14:47:19	270/270	---M--	200	added ('OK')	image/png	etag:%226066b377-10e%22	https://www.docplanner.com/icons/arrow-icon@2x.png	C:/Clone_Docplanner/Docplanner/www.docplanner.com/icons/arrow-icon@2x.png	(from https://www.docplanner.com/static/css/main.css)
14:47:20	107829/107829	---MCZ	200	added ('OK')	application/javascript	etag:W/%226066f29e-1a535%22	https://www.docplanner.com/static/js/main.js	C:/Clone_Docplanner/Docplanner/www.docplanner.com/static/js/main.js	(from https://www.docplanner.com/about-us)
14:47:20	823/823	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-337%22	https://www.docplanner.com/icons/icon-caret-white.svg	C:/Clone_Docplanner/Docplanner/www.docplanner.com/icons/icon-caret-white.svg	(from https://www.docplanner.com/static/css/main.css)
14:47:20	5457/5457	---M--	200	added ('OK')	image/png	etag:%226066b377-1551%22	https://www.docplanner.com/img/logo.png	C:/Clone_Docplanner/Docplanner/www.docplanner.com/img/logo.png	(from https://www.docplanner.com/static/css/main.css)
